"county"	"tract"	"sldu12"	"cntyname"	"LandSQMI"	"afact"
"county"	"2010 Tract"	"sldu12"	"cntyname"	"Land Area Sq Mls"	"tract to sldu12 alloc factor"
"06001"	"4001.00"	"009"	"Alameda CA"	2.657	1 
"06001"	"4002.00"	"009"	"Alameda CA"	0.23	1 
"06001"	"4003.00"	"009"	"Alameda CA"	0.427	1 
"06001"	"4004.00"	"009"	"Alameda CA"	0.272	1 
"06001"	"4005.00"	"009"	"Alameda CA"	0.227	1 
"06001"	"4006.00"	"009"	"Alameda CA"	0.115	1 
"06001"	"4007.00"	"009"	"Alameda CA"	0.34	1 
"06001"	"4008.00"	"009"	"Alameda CA"	0.268	1 
"06001"	"4009.00"	"009"	"Alameda CA"	0.164	1 
"06001"	"4010.00"	"009"	"Alameda CA"	0.446	1 
"06001"	"4011.00"	"009"	"Alameda CA"	0.342	1 
"06001"	"4012.00"	"009"	"Alameda CA"	0.258	1 
"06001"	"4013.00"	"009"	"Alameda CA"	0.33	1 
"06001"	"4014.00"	"009"	"Alameda CA"	0.292	1 
"06001"	"4015.00"	"009"	"Alameda CA"	0.18	1 
"06001"	"4016.00"	"009"	"Alameda CA"	0.246	1 
"06001"	"4017.00"	"009"	"Alameda CA"	2.24	1 
"06001"	"4018.00"	"009"	"Alameda CA"	0.115	1 
"06001"	"4022.00"	"009"	"Alameda CA"	0.275	1 
"06001"	"4024.00"	"009"	"Alameda CA"	0.13	1 
"06001"	"4025.00"	"009"	"Alameda CA"	0.141	1 
"06001"	"4026.00"	"009"	"Alameda CA"	0.123	1 
"06001"	"4027.00"	"009"	"Alameda CA"	0.154	1 
"06001"	"4028.00"	"009"	"Alameda CA"	0.154	1 
"06001"	"4029.00"	"009"	"Alameda CA"	0.15	1 
"06001"	"4030.00"	"009"	"Alameda CA"	0.136	1 
"06001"	"4031.00"	"009"	"Alameda CA"	0.134	1 
"06001"	"4033.00"	"009"	"Alameda CA"	0.358	1 
"06001"	"4034.00"	"009"	"Alameda CA"	0.255	1 
"06001"	"4035.01"	"009"	"Alameda CA"	0.257	1 
"06001"	"4035.02"	"009"	"Alameda CA"	0.07	1 
"06001"	"4036.00"	"009"	"Alameda CA"	0.151	1 
"06001"	"4037.01"	"009"	"Alameda CA"	0.067	1 
"06001"	"4037.02"	"009"	"Alameda CA"	0.078	1 
"06001"	"4038.00"	"009"	"Alameda CA"	0.253	1 
"06001"	"4039.00"	"009"	"Alameda CA"	0.191	1 
"06001"	"4040.00"	"009"	"Alameda CA"	0.143	1 
"06001"	"4041.01"	"009"	"Alameda CA"	0.221	1 
"06001"	"4041.02"	"009"	"Alameda CA"	0.089	1 
"06001"	"4042.00"	"009"	"Alameda CA"	1.054	1 
"06001"	"4043.00"	"009"	"Alameda CA"	0.707	1 
"06001"	"4044.00"	"009"	"Alameda CA"	1.593	1 
"06001"	"4045.01"	"009"	"Alameda CA"	0.428	1 
"06001"	"4045.02"	"009"	"Alameda CA"	1.186	1 
"06001"	"4046.00"	"009"	"Alameda CA"	1.887	1 
"06001"	"4047.00"	"009"	"Alameda CA"	0.466	1 
"06001"	"4048.00"	"009"	"Alameda CA"	0.243	1 
"06001"	"4049.00"	"009"	"Alameda CA"	0.391	1 
"06001"	"4050.00"	"009"	"Alameda CA"	0.313	1 
"06001"	"4051.00"	"009"	"Alameda CA"	0.489	1 
"06001"	"4052.00"	"009"	"Alameda CA"	0.33	1 
"06001"	"4053.01"	"009"	"Alameda CA"	0.088	1 
"06001"	"4053.02"	"009"	"Alameda CA"	0.078	1 
"06001"	"4054.01"	"009"	"Alameda CA"	0.121	1 
"06001"	"4054.02"	"009"	"Alameda CA"	0.11	1 
"06001"	"4055.00"	"009"	"Alameda CA"	0.159	1 
"06001"	"4056.00"	"009"	"Alameda CA"	0.166	1 
"06001"	"4057.00"	"009"	"Alameda CA"	0.211	1 
"06001"	"4058.00"	"009"	"Alameda CA"	0.2	1 
"06001"	"4059.01"	"009"	"Alameda CA"	0.175	1 
"06001"	"4059.02"	"009"	"Alameda CA"	0.188	1 
"06001"	"4060.00"	"009"	"Alameda CA"	0.816	1 
"06001"	"4061.00"	"009"	"Alameda CA"	0.711	1 
"06001"	"4062.01"	"009"	"Alameda CA"	0.158	1 
"06001"	"4062.02"	"009"	"Alameda CA"	0.151	1 
"06001"	"4063.00"	"009"	"Alameda CA"	0.188	1 
"06001"	"4064.00"	"009"	"Alameda CA"	0.188	1 
"06001"	"4065.00"	"009"	"Alameda CA"	0.288	1 
"06001"	"4066.01"	"009"	"Alameda CA"	0.289	1 
"06001"	"4066.02"	"009"	"Alameda CA"	0.16	1 
"06001"	"4067.00"	"009"	"Alameda CA"	0.65	1 
"06001"	"4068.00"	"009"	"Alameda CA"	0.352	1 
"06001"	"4069.00"	"009"	"Alameda CA"	0.337	1 
"06001"	"4070.00"	"009"	"Alameda CA"	0.333	1 
"06001"	"4071.01"	"009"	"Alameda CA"	0.143	1 
"06001"	"4071.02"	"009"	"Alameda CA"	0.255	1 
"06001"	"4072.00"	"009"	"Alameda CA"	0.276	1 
"06001"	"4073.00"	"009"	"Alameda CA"	0.915	1 
"06001"	"4074.00"	"009"	"Alameda CA"	0.197	1 
"06001"	"4075.00"	"009"	"Alameda CA"	0.191	1 
"06001"	"4076.00"	"009"	"Alameda CA"	0.395	1 
"06001"	"4077.00"	"009"	"Alameda CA"	0.355	1 
"06001"	"4078.00"	"009"	"Alameda CA"	0.477	1 
"06001"	"4079.00"	"009"	"Alameda CA"	0.424	1 
"06001"	"4080.00"	"009"	"Alameda CA"	0.739	1 
"06001"	"4081.00"	"009"	"Alameda CA"	3.389	1 
"06001"	"4082.00"	"009"	"Alameda CA"	0.348	1 
"06001"	"4083.00"	"009"	"Alameda CA"	0.588	1 
"06001"	"4084.00"	"009"	"Alameda CA"	0.21	1 
"06001"	"4085.00"	"009"	"Alameda CA"	0.321	1 
"06001"	"4086.00"	"009"	"Alameda CA"	0.41	1 
"06001"	"4087.00"	"009"	"Alameda CA"	0.437	1 
"06001"	"4088.00"	"009"	"Alameda CA"	0.465	1 
"06001"	"4089.00"	"009"	"Alameda CA"	0.31	1 
"06001"	"4090.00"	"009"	"Alameda CA"	6.375	1 
"06001"	"4091.00"	"009"	"Alameda CA"	0.189	1 
"06001"	"4092.00"	"009"	"Alameda CA"	0.279	1 
"06001"	"4093.00"	"009"	"Alameda CA"	0.416	1 
"06001"	"4094.00"	"009"	"Alameda CA"	0.484	1 
"06001"	"4095.00"	"009"	"Alameda CA"	0.323	1 
"06001"	"4096.00"	"009"	"Alameda CA"	0.289	1 
"06001"	"4097.00"	"009"	"Alameda CA"	0.313	1 
"06001"	"4098.00"	"009"	"Alameda CA"	0.691	1 
"06001"	"4099.00"	"009"	"Alameda CA"	1.737	1 
"06001"	"4100.00"	"009"	"Alameda CA"	2.619	1 
"06001"	"4101.00"	"009"	"Alameda CA"	0.303	1 
"06001"	"4102.00"	"009"	"Alameda CA"	0.226	1 
"06001"	"4103.00"	"009"	"Alameda CA"	0.223	1 
"06001"	"4104.00"	"009"	"Alameda CA"	0.273	1 
"06001"	"4105.00"	"009"	"Alameda CA"	0.28	1 
"06001"	"4201.00"	"009"	"Alameda CA"	0.213	1 
"06001"	"4202.00"	"009"	"Alameda CA"	0.179	1 
"06001"	"4203.00"	"009"	"Alameda CA"	0.503	1 
"06001"	"4204.00"	"009"	"Alameda CA"	0.428	1 
"06001"	"4205.00"	"009"	"Alameda CA"	0.161	1 
"06001"	"4206.00"	"009"	"Alameda CA"	0.305	1 
"06001"	"4211.00"	"009"	"Alameda CA"	0.288	1 
"06001"	"4212.00"	"009"	"Alameda CA"	0.523	1 
"06001"	"4213.00"	"009"	"Alameda CA"	0.427	1 
"06001"	"4214.00"	"009"	"Alameda CA"	0.183	1 
"06001"	"4215.00"	"009"	"Alameda CA"	0.614	1 
"06001"	"4216.00"	"009"	"Alameda CA"	0.514	1 
"06001"	"4217.00"	"009"	"Alameda CA"	0.222	1 
"06001"	"4218.00"	"009"	"Alameda CA"	0.204	1 
"06001"	"4219.00"	"009"	"Alameda CA"	0.331	1 
"06001"	"4220.00"	"009"	"Alameda CA"	1.737	1 
"06001"	"4221.00"	"009"	"Alameda CA"	0.213	1 
"06001"	"4222.00"	"009"	"Alameda CA"	0.261	1 
"06001"	"4223.00"	"009"	"Alameda CA"	0.216	1 
"06001"	"4224.00"	"009"	"Alameda CA"	0.184	1 
"06001"	"4225.00"	"009"	"Alameda CA"	0.178	1 
"06001"	"4226.00"	"009"	"Alameda CA"	0.663	1 
"06001"	"4227.00"	"009"	"Alameda CA"	0.133	1 
"06001"	"4228.00"	"009"	"Alameda CA"	0.158	1 
"06001"	"4229.00"	"009"	"Alameda CA"	0.21	1 
"06001"	"4230.00"	"009"	"Alameda CA"	0.282	1 
"06001"	"4231.00"	"009"	"Alameda CA"	0.289	1 
"06001"	"4232.00"	"009"	"Alameda CA"	0.176	1 
"06001"	"4233.00"	"009"	"Alameda CA"	0.281	1 
"06001"	"4234.00"	"009"	"Alameda CA"	0.292	1 
"06001"	"4235.00"	"009"	"Alameda CA"	0.245	1 
"06001"	"4236.01"	"009"	"Alameda CA"	0.203	1 
"06001"	"4236.02"	"009"	"Alameda CA"	0.156	1 
"06001"	"4237.00"	"009"	"Alameda CA"	0.287	1 
"06001"	"4238.00"	"009"	"Alameda CA"	0.402	1 
"06001"	"4239.01"	"009"	"Alameda CA"	0.153	1 
"06001"	"4239.02"	"009"	"Alameda CA"	0.123	1 
"06001"	"4240.01"	"009"	"Alameda CA"	0.197	1 
"06001"	"4240.02"	"009"	"Alameda CA"	0.127	1 
"06001"	"4251.01"	"009"	"Alameda CA"	0.209	1 
"06001"	"4251.02"	"009"	"Alameda CA"	0.281	1 
"06001"	"4251.03"	"009"	"Alameda CA"	0.341	1 
"06001"	"4251.04"	"009"	"Alameda CA"	0.415	1 
"06001"	"4261.00"	"009"	"Alameda CA"	1.155	1 
"06001"	"4262.00"	"009"	"Alameda CA"	0.523	1 
"06001"	"4271.00"	"009"	"Alameda CA"	0.396	1 
"06001"	"4272.00"	"009"	"Alameda CA"	0.513	1 
"06001"	"4273.00"	"009"	"Alameda CA"	0.754	1 
"06001"	"4276.00"	"009"	"Alameda CA"	0.225	1 
"06001"	"4277.00"	"009"	"Alameda CA"	0.386	1 
"06001"	"4278.00"	"009"	"Alameda CA"	0.321	1 
"06001"	"4279.00"	"009"	"Alameda CA"	0.319	1 
"06001"	"4280.00"	"009"	"Alameda CA"	0.203	1 
"06001"	"4281.00"	"009"	"Alameda CA"	0.385	1 
"06001"	"4282.00"	"009"	"Alameda CA"	0.526	1 
"06001"	"4283.01"	"009"	"Alameda CA"	1.817	1 
"06001"	"4283.02"	"009"	"Alameda CA"	0.863	1 
"06001"	"4284.00"	"009"	"Alameda CA"	0.319	1 
"06001"	"4285.00"	"009"	"Alameda CA"	0.243	1 
"06001"	"4286.00"	"009"	"Alameda CA"	0.348	1 
"06001"	"4287.00"	"009"	"Alameda CA"	2.992	1 
"06001"	"4301.01"	"010"	"Alameda CA"	9.837	1 
"06001"	"4301.02"	"009"	"Alameda CA"	11.594	0.392 
"06001"	"4301.02"	"010"	"Alameda CA"	18.019	0.608 
"06001"	"4302.00"	"010"	"Alameda CA"	2.058	1 
"06001"	"4303.00"	"010"	"Alameda CA"	1.145	1 
"06001"	"4304.00"	"010"	"Alameda CA"	0.908	1 
"06001"	"4305.00"	"010"	"Alameda CA"	1.008	1 
"06001"	"4306.00"	"010"	"Alameda CA"	0.873	1 
"06001"	"4307.00"	"010"	"Alameda CA"	0.511	1 
"06001"	"4308.00"	"010"	"Alameda CA"	0.697	1 
"06001"	"4309.00"	"010"	"Alameda CA"	0.423	1 
"06001"	"4310.00"	"010"	"Alameda CA"	0.368	1 
"06001"	"4311.00"	"010"	"Alameda CA"	0.38	1 
"06001"	"4312.00"	"010"	"Alameda CA"	0.78	1 
"06001"	"4321.00"	"009"	"Alameda CA"	0.416	1 
"06001"	"4322.00"	"009"	"Alameda CA"	0.395	1 
"06001"	"4323.00"	"009"	"Alameda CA"	0.401	1 
"06001"	"4324.00"	"009"	"Alameda CA"	2.485	1 
"06001"	"4325.01"	"009"	"Alameda CA"	0.527	1 
"06001"	"4325.02"	"009"	"Alameda CA"	0.317	1 
"06001"	"4326.00"	"009"	"Alameda CA"	0.646	1 
"06001"	"4327.00"	"009"	"Alameda CA"	0.32	1 
"06001"	"4328.00"	"009"	"Alameda CA"	0.652	0.461 
"06001"	"4328.00"	"010"	"Alameda CA"	0.762	0.539 
"06001"	"4330.00"	"009"	"Alameda CA"	0.411	0.804 
"06001"	"4330.00"	"010"	"Alameda CA"	0.1	0.196 
"06001"	"4331.02"	"010"	"Alameda CA"	0.553	1 
"06001"	"4331.03"	"009"	"Alameda CA"	0.114	0.426 
"06001"	"4331.03"	"010"	"Alameda CA"	0.153	0.574 
"06001"	"4331.04"	"009"	"Alameda CA"	0.407	1 
"06001"	"4332.00"	"009"	"Alameda CA"	1.226	1 
"06001"	"4333.00"	"009"	"Alameda CA"	0.948	1 
"06001"	"4334.00"	"009"	"Alameda CA"	2.114	1 
"06001"	"4335.00"	"009"	"Alameda CA"	0.477	1 
"06001"	"4336.00"	"009"	"Alameda CA"	0.61	1 
"06001"	"4337.00"	"010"	"Alameda CA"	0.508	1 
"06001"	"4338.00"	"010"	"Alameda CA"	0.618	1 
"06001"	"4339.00"	"010"	"Alameda CA"	0.315	1 
"06001"	"4340.00"	"010"	"Alameda CA"	0.466	1 
"06001"	"4351.02"	"010"	"Alameda CA"	1.65	1 
"06001"	"4351.03"	"007"	"Alameda CA"	4.718	0.237 
"06001"	"4351.03"	"010"	"Alameda CA"	15.163	0.763 
"06001"	"4351.04"	"010"	"Alameda CA"	2.77	1 
"06001"	"4352.00"	"010"	"Alameda CA"	0.875	1 
"06001"	"4353.00"	"010"	"Alameda CA"	0.498	1 
"06001"	"4354.00"	"010"	"Alameda CA"	0.513	1 
"06001"	"4355.00"	"010"	"Alameda CA"	0.391	1 
"06001"	"4356.01"	"010"	"Alameda CA"	0.365	1 
"06001"	"4356.02"	"010"	"Alameda CA"	0.442	1 
"06001"	"4357.00"	"010"	"Alameda CA"	0.512	1 
"06001"	"4358.00"	"010"	"Alameda CA"	0.504	1 
"06001"	"4359.00"	"010"	"Alameda CA"	0.931	1 
"06001"	"4360.00"	"010"	"Alameda CA"	0.508	1 
"06001"	"4361.00"	"010"	"Alameda CA"	0.482	1 
"06001"	"4362.00"	"010"	"Alameda CA"	0.249	1 
"06001"	"4363.00"	"010"	"Alameda CA"	0.707	1 
"06001"	"4364.01"	"010"	"Alameda CA"	1.203	1 
"06001"	"4364.02"	"010"	"Alameda CA"	1.646	1 
"06001"	"4365.00"	"010"	"Alameda CA"	0.739	1 
"06001"	"4366.01"	"010"	"Alameda CA"	0.419	1 
"06001"	"4366.02"	"010"	"Alameda CA"	0.345	1 
"06001"	"4367.00"	"010"	"Alameda CA"	0.308	1 
"06001"	"4368.00"	"010"	"Alameda CA"	0.396	1 
"06001"	"4369.00"	"010"	"Alameda CA"	0.466	1 
"06001"	"4370.00"	"010"	"Alameda CA"	0.615	1 
"06001"	"4371.01"	"010"	"Alameda CA"	18.863	1 
"06001"	"4371.02"	"010"	"Alameda CA"	0.336	1 
"06001"	"4372.00"	"010"	"Alameda CA"	0.986	1 
"06001"	"4373.00"	"010"	"Alameda CA"	0.398	1 
"06001"	"4374.00"	"010"	"Alameda CA"	0.332	1 
"06001"	"4375.00"	"010"	"Alameda CA"	0.245	1 
"06001"	"4376.00"	"010"	"Alameda CA"	0.316	1 
"06001"	"4377.01"	"010"	"Alameda CA"	0.187	1 
"06001"	"4377.02"	"010"	"Alameda CA"	0.143	1 
"06001"	"4378.00"	"010"	"Alameda CA"	0.493	1 
"06001"	"4379.00"	"010"	"Alameda CA"	0.26	1 
"06001"	"4380.00"	"010"	"Alameda CA"	0.935	1 
"06001"	"4381.00"	"010"	"Alameda CA"	0.775	1 
"06001"	"4382.01"	"010"	"Alameda CA"	0.382	1 
"06001"	"4382.03"	"010"	"Alameda CA"	2.039	1 
"06001"	"4382.04"	"010"	"Alameda CA"	0.575	1 
"06001"	"4383.00"	"010"	"Alameda CA"	0.331	1 
"06001"	"4384.00"	"010"	"Alameda CA"	0.666	1 
"06001"	"4401.00"	"010"	"Alameda CA"	10.715	1 
"06001"	"4402.00"	"010"	"Alameda CA"	0.448	1 
"06001"	"4403.01"	"010"	"Alameda CA"	1.652	1 
"06001"	"4403.04"	"010"	"Alameda CA"	0.378	1 
"06001"	"4403.05"	"010"	"Alameda CA"	0.359	1 
"06001"	"4403.06"	"010"	"Alameda CA"	0.26	1 
"06001"	"4403.07"	"010"	"Alameda CA"	0.543	1 
"06001"	"4403.08"	"010"	"Alameda CA"	0.712	1 
"06001"	"4403.31"	"010"	"Alameda CA"	0.718	1 
"06001"	"4403.32"	"010"	"Alameda CA"	0.952	1 
"06001"	"4403.33"	"010"	"Alameda CA"	0.97	1 
"06001"	"4403.34"	"010"	"Alameda CA"	0.395	1 
"06001"	"4403.35"	"010"	"Alameda CA"	0.774	1 
"06001"	"4403.36"	"010"	"Alameda CA"	0.441	1 
"06001"	"4411.00"	"010"	"Alameda CA"	5.85	1 
"06001"	"4412.00"	"010"	"Alameda CA"	1.252	1 
"06001"	"4413.01"	"010"	"Alameda CA"	1.272	1 
"06001"	"4413.02"	"010"	"Alameda CA"	0.77	1 
"06001"	"4414.01"	"010"	"Alameda CA"	0.729	1 
"06001"	"4414.02"	"010"	"Alameda CA"	0.631	1 
"06001"	"4415.01"	"010"	"Alameda CA"	1.014	1 
"06001"	"4415.03"	"010"	"Alameda CA"	29.914	1 
"06001"	"4415.21"	"010"	"Alameda CA"	0.66	1 
"06001"	"4415.22"	"010"	"Alameda CA"	0.505	1 
"06001"	"4415.23"	"010"	"Alameda CA"	0.181	1 
"06001"	"4415.24"	"010"	"Alameda CA"	0.649	1 
"06001"	"4416.01"	"010"	"Alameda CA"	0.499	1 
"06001"	"4416.02"	"010"	"Alameda CA"	0.65	1 
"06001"	"4417.00"	"010"	"Alameda CA"	0.861	1 
"06001"	"4418.00"	"010"	"Alameda CA"	0.788	1 
"06001"	"4419.21"	"010"	"Alameda CA"	0.327	1 
"06001"	"4419.23"	"010"	"Alameda CA"	0.582	1 
"06001"	"4419.24"	"010"	"Alameda CA"	0.844	1 
"06001"	"4419.25"	"010"	"Alameda CA"	1.16	1 
"06001"	"4419.26"	"010"	"Alameda CA"	0.158	1 
"06001"	"4419.27"	"010"	"Alameda CA"	0.251	1 
"06001"	"4420.00"	"010"	"Alameda CA"	3.138	1 
"06001"	"4421.00"	"010"	"Alameda CA"	0.705	1 
"06001"	"4422.00"	"010"	"Alameda CA"	1.625	1 
"06001"	"4423.01"	"010"	"Alameda CA"	0.552	1 
"06001"	"4423.02"	"010"	"Alameda CA"	0.372	1 
"06001"	"4424.00"	"010"	"Alameda CA"	0.611	1 
"06001"	"4425.00"	"010"	"Alameda CA"	0.757	1 
"06001"	"4426.01"	"010"	"Alameda CA"	0.456	1 
"06001"	"4426.02"	"010"	"Alameda CA"	0.509	1 
"06001"	"4427.00"	"010"	"Alameda CA"	0.476	1 
"06001"	"4428.00"	"010"	"Alameda CA"	0.494	1 
"06001"	"4429.00"	"010"	"Alameda CA"	0.799	1 
"06001"	"4430.01"	"010"	"Alameda CA"	0.297	1 
"06001"	"4430.02"	"010"	"Alameda CA"	0.61	1 
"06001"	"4431.02"	"010"	"Alameda CA"	0.92	1 
"06001"	"4431.03"	"010"	"Alameda CA"	5.992	1 
"06001"	"4431.04"	"010"	"Alameda CA"	0.713	1 
"06001"	"4431.05"	"010"	"Alameda CA"	1.27	1 
"06001"	"4432.00"	"010"	"Alameda CA"	5.267	1 
"06001"	"4433.01"	"010"	"Alameda CA"	0.619	1 
"06001"	"4433.21"	"010"	"Alameda CA"	0.216	1 
"06001"	"4433.22"	"010"	"Alameda CA"	0.443	1 
"06001"	"4441.00"	"010"	"Alameda CA"	1.141	1 
"06001"	"4442.00"	"010"	"Alameda CA"	0.799	1 
"06001"	"4443.01"	"010"	"Alameda CA"	0.995	1 
"06001"	"4443.02"	"010"	"Alameda CA"	8.614	1 
"06001"	"4444.00"	"010"	"Alameda CA"	0.397	1 
"06001"	"4445.00"	"010"	"Alameda CA"	0.758	1 
"06001"	"4446.01"	"010"	"Alameda CA"	1.178	1 
"06001"	"4446.02"	"010"	"Alameda CA"	2.08	1 
"06001"	"4501.01"	"007"	"Alameda CA"	0.7	1 
"06001"	"4501.02"	"007"	"Alameda CA"	3.7	1 
"06001"	"4502.00"	"007"	"Alameda CA"	0.626	1 
"06001"	"4503.00"	"007"	"Alameda CA"	1.21	1 
"06001"	"4504.00"	"007"	"Alameda CA"	1.218	1 
"06001"	"4505.01"	"007"	"Alameda CA"	0.449	1 
"06001"	"4505.02"	"007"	"Alameda CA"	2.334	0.541 
"06001"	"4505.02"	"010"	"Alameda CA"	1.983	0.459 
"06001"	"4506.01"	"007"	"Alameda CA"	11.527	0.593 
"06001"	"4506.01"	"010"	"Alameda CA"	7.923	0.407 
"06001"	"4506.02"	"007"	"Alameda CA"	2.392	1 
"06001"	"4506.03"	"007"	"Alameda CA"	1.516	1 
"06001"	"4506.04"	"007"	"Alameda CA"	0.816	1 
"06001"	"4506.05"	"007"	"Alameda CA"	0.686	1 
"06001"	"4506.06"	"007"	"Alameda CA"	0.78	1 
"06001"	"4506.07"	"007"	"Alameda CA"	1.864	1 
"06001"	"4507.01"	"007"	"Alameda CA"	102.8	1 
"06001"	"4507.41"	"007"	"Alameda CA"	0.81	1 
"06001"	"4507.42"	"007"	"Alameda CA"	3.003	1 
"06001"	"4507.43"	"007"	"Alameda CA"	1.657	1 
"06001"	"4507.44"	"007"	"Alameda CA"	1.008	1 
"06001"	"4507.45"	"007"	"Alameda CA"	2.816	1 
"06001"	"4507.46"	"007"	"Alameda CA"	0.669	1 
"06001"	"4507.50"	"007"	"Alameda CA"	0.654	1 
"06001"	"4507.51"	"007"	"Alameda CA"	3.78	1 
"06001"	"4507.52"	"007"	"Alameda CA"	6.789	1 
"06001"	"4511.01"	"007"	"Alameda CA"	213.467	1 
"06001"	"4511.02"	"007"	"Alameda CA"	1.847	1 
"06001"	"4512.01"	"007"	"Alameda CA"	1.419	1 
"06001"	"4512.02"	"007"	"Alameda CA"	17.747	1 
"06001"	"4513.00"	"007"	"Alameda CA"	4.899	1 
"06001"	"4514.01"	"007"	"Alameda CA"	1.79	1 
"06001"	"4514.03"	"007"	"Alameda CA"	0.26	1 
"06001"	"4514.04"	"007"	"Alameda CA"	0.647	1 
"06001"	"4515.01"	"007"	"Alameda CA"	1.951	1 
"06001"	"4515.03"	"007"	"Alameda CA"	1.032	1 
"06001"	"4515.04"	"007"	"Alameda CA"	1.25	1 
"06001"	"4515.05"	"007"	"Alameda CA"	0.53	1 
"06001"	"4515.06"	"007"	"Alameda CA"	0.329	1 
"06001"	"4516.01"	"007"	"Alameda CA"	1.52	1 
"06001"	"4516.02"	"007"	"Alameda CA"	1.163	1 
"06001"	"4517.01"	"007"	"Alameda CA"	0.472	1 
"06001"	"4517.03"	"007"	"Alameda CA"	0.658	1 
"06001"	"4517.04"	"007"	"Alameda CA"	0.774	1 
"06001"	"9819.00"	"009"	"Alameda CA"	1.446	1 
"06001"	"9820.00"	"009"	"Alameda CA"	0.49	1 
"06001"	"9832.00"	"009"	"Alameda CA"	0.191	1 
"06003"	"0100.00"	"001"	"Alpine CA"	738.332	1 
"06005"	"0001.01"	"008"	"Amador CA"	24.331	1 
"06005"	"0001.02"	"008"	"Amador CA"	176.149	1 
"06005"	"0002.00"	"008"	"Amador CA"	124.741	1 
"06005"	"0003.01"	"008"	"Amador CA"	75.533	1 
"06005"	"0003.03"	"008"	"Amador CA"	52.63	1 
"06005"	"0003.04"	"008"	"Amador CA"	54.687	1 
"06005"	"0004.01"	"008"	"Amador CA"	16.372	1 
"06005"	"0004.02"	"008"	"Amador CA"	28.334	1 
"06005"	"0005.00"	"008"	"Amador CA"	41.806	1 
"06007"	"0001.02"	"004"	"Butte CA"	1.027	1 
"06007"	"0001.03"	"004"	"Butte CA"	1.196	1 
"06007"	"0001.04"	"004"	"Butte CA"	0.985	1 
"06007"	"0002.01"	"004"	"Butte CA"	1.334	1 
"06007"	"0002.02"	"004"	"Butte CA"	0.663	1 
"06007"	"0003.00"	"004"	"Butte CA"	0.965	1 
"06007"	"0004.01"	"004"	"Butte CA"	1.719	1 
"06007"	"0004.02"	"004"	"Butte CA"	2.411	1 
"06007"	"0005.01"	"004"	"Butte CA"	2.105	1 
"06007"	"0005.02"	"004"	"Butte CA"	0.442	1 
"06007"	"0006.01"	"004"	"Butte CA"	0.698	1 
"06007"	"0006.03"	"004"	"Butte CA"	0.428	1 
"06007"	"0006.04"	"004"	"Butte CA"	0.393	1 
"06007"	"0007.00"	"004"	"Butte CA"	1.215	1 
"06007"	"0008.00"	"004"	"Butte CA"	1.508	1 
"06007"	"0009.01"	"004"	"Butte CA"	6.408	1 
"06007"	"0009.03"	"004"	"Butte CA"	2.289	1 
"06007"	"0009.04"	"004"	"Butte CA"	1.685	1 
"06007"	"0010.00"	"004"	"Butte CA"	0.955	1 
"06007"	"0011.00"	"004"	"Butte CA"	2.573	1 
"06007"	"0012.00"	"004"	"Butte CA"	3.343	1 
"06007"	"0013.00"	"004"	"Butte CA"	1.56	1 
"06007"	"0014.00"	"004"	"Butte CA"	122.509	1 
"06007"	"0015.00"	"004"	"Butte CA"	135.418	1 
"06007"	"0016.00"	"004"	"Butte CA"	215.649	1 
"06007"	"0017.02"	"004"	"Butte CA"	13.294	1 
"06007"	"0017.03"	"004"	"Butte CA"	1.479	1 
"06007"	"0017.04"	"004"	"Butte CA"	125.67	1 
"06007"	"0018.00"	"004"	"Butte CA"	4.674	1 
"06007"	"0019.00"	"004"	"Butte CA"	3.383	1 
"06007"	"0020.00"	"004"	"Butte CA"	2.768	1 
"06007"	"0021.00"	"004"	"Butte CA"	3.564	1 
"06007"	"0022.00"	"004"	"Butte CA"	52.708	1 
"06007"	"0023.00"	"004"	"Butte CA"	29.163	1 
"06007"	"0024.00"	"004"	"Butte CA"	427.256	1 
"06007"	"0025.00"	"004"	"Butte CA"	49.882	1 
"06007"	"0026.01"	"004"	"Butte CA"	7.754	1 
"06007"	"0026.02"	"004"	"Butte CA"	7.044	1 
"06007"	"0027.00"	"004"	"Butte CA"	5.03	1 
"06007"	"0028.00"	"004"	"Butte CA"	1.639	1 
"06007"	"0029.00"	"004"	"Butte CA"	2.469	1 
"06007"	"0030.01"	"004"	"Butte CA"	0.891	1 
"06007"	"0030.02"	"004"	"Butte CA"	6.444	1 
"06007"	"0031.00"	"004"	"Butte CA"	4.758	1 
"06007"	"0032.00"	"004"	"Butte CA"	15.207	1 
"06007"	"0033.00"	"004"	"Butte CA"	119.103	1 
"06007"	"0034.00"	"004"	"Butte CA"	15.161	1 
"06007"	"0035.01"	"004"	"Butte CA"	11.509	1 
"06007"	"0035.02"	"004"	"Butte CA"	47.152	1 
"06007"	"0036.00"	"004"	"Butte CA"	127.751	1 
"06007"	"0037.00"	"004"	"Butte CA"	41.232	1 
"06009"	"0001.20"	"008"	"Calaveras CA"	166.277	1 
"06009"	"0001.21"	"008"	"Calaveras CA"	59.726	1 
"06009"	"0001.22"	"008"	"Calaveras CA"	62.677	1 
"06009"	"0002.10"	"008"	"Calaveras CA"	94.65	1 
"06009"	"0002.20"	"008"	"Calaveras CA"	99.203	1 
"06009"	"0003.00"	"008"	"Calaveras CA"	176.459	1 
"06009"	"0004.00"	"008"	"Calaveras CA"	179.104	1 
