"county"	"tract"	"sldl12"	"cntyname"	"LandSQMI"	"afact"
"county"	"2010 Tract"	"sldl12"	"cntyname"	"Land Area Sq Mls"	"tract to sldl12 alloc factor"
"06037"	"1852.02"	"051"	"Los Angeles CA"	0.466	1 
"06037"	"1852.03"	"051"	"Los Angeles CA"	0.212	1 
"06037"	"1852.04"	"051"	"Los Angeles CA"	0.372	1 
"06037"	"1853.10"	"051"	"Los Angeles CA"	0.163	1 
"06037"	"1853.20"	"051"	"Los Angeles CA"	0.227	1 
"06037"	"1861.00"	"051"	"Los Angeles CA"	0.52	1 
"06037"	"1862.01"	"051"	"Los Angeles CA"	0.202	1 
"06037"	"1862.02"	"051"	"Los Angeles CA"	0.158	1 
"06037"	"1862.03"	"051"	"Los Angeles CA"	0.325	1 
"06037"	"1863.01"	"051"	"Los Angeles CA"	0.449	1 
"06037"	"1863.02"	"051"	"Los Angeles CA"	0.651	1 
"06037"	"1864.01"	"051"	"Los Angeles CA"	0.371	1 
"06037"	"1864.03"	"051"	"Los Angeles CA"	0.209	1 
"06037"	"1864.04"	"051"	"Los Angeles CA"	0.155	1 
"06037"	"1871.01"	"043"	"Los Angeles CA"	0.294	1 
"06037"	"1871.02"	"043"	"Los Angeles CA"	0.262	0.346 
"06037"	"1871.02"	"051"	"Los Angeles CA"	0.495	0.654 
"06037"	"1872.00"	"051"	"Los Angeles CA"	0.355	1 
"06037"	"1873.00"	"043"	"Los Angeles CA"	0.451	1 
"06037"	"1881.00"	"043"	"Los Angeles CA"	0.814	1 
"06037"	"1882.01"	"043"	"Los Angeles CA"	0.291	1 
"06037"	"1882.02"	"043"	"Los Angeles CA"	0.293	1 
"06037"	"1883.00"	"043"	"Los Angeles CA"	0.35	1 
"06037"	"1891.01"	"043"	"Los Angeles CA"	0.153	1 
"06037"	"1891.02"	"043"	"Los Angeles CA"	0.241	1 
"06037"	"1892.01"	"043"	"Los Angeles CA"	0.126	1 
"06037"	"1892.02"	"043"	"Los Angeles CA"	0.399	1 
"06037"	"1893.00"	"043"	"Los Angeles CA"	0.734	1 
"06037"	"1894.00"	"043"	"Los Angeles CA"	0.559	1 
"06037"	"1895.00"	"043"	"Los Angeles CA"	0.229	1 
"06037"	"1896.00"	"043"	"Los Angeles CA"	0.265	0.635 
"06037"	"1896.00"	"050"	"Los Angeles CA"	0.152	0.365 
"06037"	"1897.01"	"043"	"Los Angeles CA"	1.531	0.995 
"06037"	"1897.01"	"050"	"Los Angeles CA"	0.008	0.005 
"06037"	"1897.02"	"046"	"Los Angeles CA"	0.464	0.822 
"06037"	"1897.02"	"050"	"Los Angeles CA"	0.1	0.178 
"06037"	"1898.00"	"050"	"Los Angeles CA"	0.282	1 
"06037"	"1899.02"	"050"	"Los Angeles CA"	0.141	1 
"06037"	"1899.03"	"050"	"Los Angeles CA"	0.032	1 
"06037"	"1899.04"	"050"	"Los Angeles CA"	0.062	1 
"06037"	"1899.05"	"050"	"Los Angeles CA"	0.1	1 
"06037"	"1901.00"	"050"	"Los Angeles CA"	0.232	1 
"06037"	"1902.01"	"050"	"Los Angeles CA"	0.088	1 
"06037"	"1902.02"	"050"	"Los Angeles CA"	0.082	1 
"06037"	"1903.01"	"043"	"Los Angeles CA"	0.156	1 
"06037"	"1904.01"	"043"	"Los Angeles CA"	0.064	1 
"06037"	"1904.02"	"043"	"Los Angeles CA"	0.061	1 
"06037"	"1905.10"	"043"	"Los Angeles CA"	0.123	1 
"06037"	"1905.20"	"043"	"Los Angeles CA"	0.094	1 
"06037"	"1907.00"	"050"	"Los Angeles CA"	0.248	1 
"06037"	"1908.01"	"050"	"Los Angeles CA"	0.125	1 
"06037"	"1908.02"	"050"	"Los Angeles CA"	0.188	1 
"06037"	"1909.01"	"043"	"Los Angeles CA"	0.189	1 
"06037"	"1909.02"	"050"	"Los Angeles CA"	0.188	1 
"06037"	"1910.00"	"050"	"Los Angeles CA"	0.25	1 
"06037"	"1911.10"	"043"	"Los Angeles CA"	0.105	1 
"06037"	"1911.20"	"043"	"Los Angeles CA"	0.147	1 
"06037"	"1912.01"	"043"	"Los Angeles CA"	0.221	1 
"06037"	"1912.03"	"043"	"Los Angeles CA"	0.079	1 
"06037"	"1912.04"	"043"	"Los Angeles CA"	0.078	1 
"06037"	"1913.01"	"043"	"Los Angeles CA"	0.104	0.988 
"06037"	"1913.01"	"051"	"Los Angeles CA"	0.001	0.012 
"06037"	"1913.02"	"043"	"Los Angeles CA"	0.163	1 
"06037"	"1914.10"	"043"	"Los Angeles CA"	0.12	1 
"06037"	"1914.20"	"043"	"Los Angeles CA"	0.088	1 
"06037"	"1915.00"	"043"	"Los Angeles CA"	0.248	1 
"06037"	"1916.10"	"053"	"Los Angeles CA"	0.161	1 
"06037"	"1916.20"	"043"	"Los Angeles CA"	0.088	1 
"06037"	"1917.10"	"053"	"Los Angeles CA"	0.272	1 
"06037"	"1917.20"	"053"	"Los Angeles CA"	0.102	1 
"06037"	"1918.10"	"050"	"Los Angeles CA"	0.156	1 
"06037"	"1918.20"	"050"	"Los Angeles CA"	0.156	1 
"06037"	"1919.01"	"050"	"Los Angeles CA"	0.299	1 
"06037"	"1919.02"	"050"	"Los Angeles CA"	0.28	1 
"06037"	"1920.01"	"050"	"Los Angeles CA"	0.205	1 
"06037"	"1920.02"	"050"	"Los Angeles CA"	0.331	1 
"06037"	"1923.00"	"050"	"Los Angeles CA"	0.34	1 
"06037"	"1924.10"	"053"	"Los Angeles CA"	0.264	1 
"06037"	"1924.20"	"053"	"Los Angeles CA"	0.125	1 
"06037"	"1925.10"	"053"	"Los Angeles CA"	0.132	1 
"06037"	"1925.20"	"053"	"Los Angeles CA"	0.119	1 
"06037"	"1926.10"	"043"	"Los Angeles CA"	0.066	0.409 
"06037"	"1926.10"	"053"	"Los Angeles CA"	0.095	0.591 
"06037"	"1926.20"	"053"	"Los Angeles CA"	0.094	1 
"06037"	"1927.00"	"043"	"Los Angeles CA"	0.15	0.73 
"06037"	"1927.00"	"053"	"Los Angeles CA"	0.055	0.27 
"06037"	"1941.01"	"046"	"Los Angeles CA"	0.953	0.971 
"06037"	"1941.01"	"050"	"Los Angeles CA"	0.028	0.029 
"06037"	"1941.02"	"046"	"Los Angeles CA"	1.352	1 
"06037"	"1942.00"	"050"	"Los Angeles CA"	1.005	1 
"06037"	"1943.00"	"050"	"Los Angeles CA"	0.953	1 
"06037"	"1944.01"	"050"	"Los Angeles CA"	0.18	1 
"06037"	"1944.02"	"050"	"Los Angeles CA"	0.227	1 
"06037"	"1945.00"	"050"	"Los Angeles CA"	0.265	1 
"06037"	"1951.00"	"043"	"Los Angeles CA"	0.601	0.994 
"06037"	"1951.00"	"051"	"Los Angeles CA"	0.004	0.006 
"06037"	"1952.01"	"043"	"Los Angeles CA"	0.232	1 
"06037"	"1952.02"	"043"	"Los Angeles CA"	0.339	1 
"06037"	"1953.00"	"043"	"Los Angeles CA"	0.224	1 
"06037"	"1954.00"	"043"	"Los Angeles CA"	0.044	0.11 
"06037"	"1954.00"	"051"	"Los Angeles CA"	0.354	0.89 
"06037"	"1955.00"	"043"	"Los Angeles CA"	0.1	0.214 
"06037"	"1955.00"	"051"	"Los Angeles CA"	0.369	0.786 
"06037"	"1956.00"	"051"	"Los Angeles CA"	0.204	1 
"06037"	"1957.10"	"051"	"Los Angeles CA"	0.187	1 
"06037"	"1957.20"	"051"	"Los Angeles CA"	0.111	1 
"06037"	"1958.02"	"051"	"Los Angeles CA"	0.155	1 
"06037"	"1958.03"	"051"	"Los Angeles CA"	0.146	1 
"06037"	"1958.04"	"051"	"Los Angeles CA"	0.13	1 
"06037"	"1959.01"	"051"	"Los Angeles CA"	0.112	1 
"06037"	"1959.02"	"051"	"Los Angeles CA"	0.128	1 
"06037"	"1959.03"	"051"	"Los Angeles CA"	0.092	1 
"06037"	"1972.00"	"051"	"Los Angeles CA"	0.288	1 
"06037"	"1973.00"	"051"	"Los Angeles CA"	0.253	1 
"06037"	"1974.10"	"043"	"Los Angeles CA"	0.083	0.155 
"06037"	"1974.10"	"051"	"Los Angeles CA"	0.455	0.845 
"06037"	"1974.20"	"051"	"Los Angeles CA"	0.238	1 
"06037"	"1975.00"	"051"	"Los Angeles CA"	0.225	1 
"06037"	"1976.00"	"051"	"Los Angeles CA"	0.15	1 
"06037"	"1977.00"	"051"	"Los Angeles CA"	0.271	1 
"06037"	"1990.00"	"051"	"Los Angeles CA"	0.58	1 
"06037"	"1991.10"	"051"	"Los Angeles CA"	0.348	1 
"06037"	"1991.20"	"051"	"Los Angeles CA"	0.364	1 
"06037"	"1992.01"	"051"	"Los Angeles CA"	0.153	1 
"06037"	"1992.02"	"051"	"Los Angeles CA"	0.368	1 
"06037"	"1993.00"	"051"	"Los Angeles CA"	0.984	1 
"06037"	"1994.00"	"051"	"Los Angeles CA"	0.259	1 
"06037"	"1997.00"	"051"	"Los Angeles CA"	0.362	1 
"06037"	"1998.00"	"051"	"Los Angeles CA"	0.251	1 
"06037"	"1999.00"	"051"	"Los Angeles CA"	0.171	1 
"06037"	"2011.10"	"051"	"Los Angeles CA"	0.391	1 
"06037"	"2011.20"	"051"	"Los Angeles CA"	0.305	1 
"06037"	"2012.00"	"051"	"Los Angeles CA"	0.17	1 
"06037"	"2013.01"	"051"	"Los Angeles CA"	0.337	1 
"06037"	"2013.02"	"051"	"Los Angeles CA"	0.383	1 
"06037"	"2014.01"	"051"	"Los Angeles CA"	0.492	1 
"06037"	"2014.02"	"051"	"Los Angeles CA"	0.75	1 
"06037"	"2015.01"	"051"	"Los Angeles CA"	0.342	1 
"06037"	"2015.03"	"051"	"Los Angeles CA"	0.17	1 
"06037"	"2015.04"	"051"	"Los Angeles CA"	0.142	1 
"06037"	"2016.01"	"051"	"Los Angeles CA"	0.209	1 
"06037"	"2016.02"	"051"	"Los Angeles CA"	0.411	1 
"06037"	"2017.00"	"051"	"Los Angeles CA"	0.654	1 
"06037"	"2031.00"	"051"	"Los Angeles CA"	0.254	1 
"06037"	"2032.00"	"053"	"Los Angeles CA"	0.199	1 
"06037"	"2033.00"	"051"	"Los Angeles CA"	0.575	1 
"06037"	"2035.00"	"051"	"Los Angeles CA"	0.412	0.654 
"06037"	"2035.00"	"053"	"Los Angeles CA"	0.218	0.346 
"06037"	"2036.00"	"053"	"Los Angeles CA"	0.214	1 
"06037"	"2037.10"	"053"	"Los Angeles CA"	0.109	1 
"06037"	"2037.20"	"053"	"Los Angeles CA"	0.124	1 
"06037"	"2038.00"	"053"	"Los Angeles CA"	0.188	1 
"06037"	"2039.00"	"053"	"Los Angeles CA"	0.173	1 
"06037"	"2041.10"	"053"	"Los Angeles CA"	0.233	1 
"06037"	"2041.20"	"053"	"Los Angeles CA"	0.102	1 
"06037"	"2042.00"	"053"	"Los Angeles CA"	0.116	1 
"06037"	"2043.00"	"053"	"Los Angeles CA"	0.248	1 
"06037"	"2044.10"	"053"	"Los Angeles CA"	0.115	1 
"06037"	"2044.20"	"053"	"Los Angeles CA"	0.117	1 
"06037"	"2046.00"	"053"	"Los Angeles CA"	0.217	1 
"06037"	"2047.00"	"053"	"Los Angeles CA"	0.39	1 
"06037"	"2048.10"	"053"	"Los Angeles CA"	0.297	1 
"06037"	"2048.20"	"053"	"Los Angeles CA"	0.124	1 
"06037"	"2049.10"	"053"	"Los Angeles CA"	0.2	1 
"06037"	"2049.20"	"053"	"Los Angeles CA"	0.351	1 
"06037"	"2051.10"	"053"	"Los Angeles CA"	0.111	1 
"06037"	"2051.20"	"053"	"Los Angeles CA"	0.566	1 
"06037"	"2060.10"	"051"	"Los Angeles CA"	0.548	1 
"06037"	"2060.20"	"051"	"Los Angeles CA"	0.325	1 
"06037"	"2060.31"	"053"	"Los Angeles CA"	1.774	1 
"06037"	"2060.32"	"053"	"Los Angeles CA"	0.37	1 
"06037"	"2060.50"	"053"	"Los Angeles CA"	0.635	1 
"06037"	"2062.00"	"053"	"Los Angeles CA"	0.223	1 
"06037"	"2063.00"	"053"	"Los Angeles CA"	0.238	1 
"06037"	"2071.01"	"051"	"Los Angeles CA"	0.116	1 
"06037"	"2071.02"	"051"	"Los Angeles CA"	0.16	1 
"06037"	"2071.03"	"051"	"Los Angeles CA"	0.125	1 
"06037"	"2073.01"	"053"	"Los Angeles CA"	0.166	1 
"06037"	"2073.02"	"053"	"Los Angeles CA"	0.099	1 
"06037"	"2074.00"	"053"	"Los Angeles CA"	0.333	1 
"06037"	"2075.01"	"053"	"Los Angeles CA"	0.052	1 
"06037"	"2075.02"	"053"	"Los Angeles CA"	0.162	1 
"06037"	"2077.10"	"053"	"Los Angeles CA"	0.425	1 
"06037"	"2079.00"	"053"	"Los Angeles CA"	0.349	1 
"06037"	"2080.00"	"051"	"Los Angeles CA"	0.375	1 
"06037"	"2083.01"	"051"	"Los Angeles CA"	0.036	1 
"06037"	"2083.02"	"051"	"Los Angeles CA"	0.17	1 
"06037"	"2084.01"	"051"	"Los Angeles CA"	0.089	1 
"06037"	"2084.02"	"051"	"Los Angeles CA"	0.132	1 
"06037"	"2085.01"	"051"	"Los Angeles CA"	0.094	1 
"06037"	"2085.02"	"051"	"Los Angeles CA"	0.101	1 
"06037"	"2086.10"	"051"	"Los Angeles CA"	0.135	1 
"06037"	"2086.20"	"051"	"Los Angeles CA"	0.125	1 
"06037"	"2087.10"	"053"	"Los Angeles CA"	0.066	1 
"06037"	"2087.20"	"053"	"Los Angeles CA"	0.064	1 
"06037"	"2088.01"	"053"	"Los Angeles CA"	0.09	1 
"06037"	"2088.02"	"053"	"Los Angeles CA"	0.082	1 
"06037"	"2089.02"	"053"	"Los Angeles CA"	0.071	1 
"06037"	"2089.03"	"053"	"Los Angeles CA"	0.062	1 
"06037"	"2089.04"	"053"	"Los Angeles CA"	0.043	1 
"06037"	"2091.02"	"053"	"Los Angeles CA"	0.118	1 
"06037"	"2091.03"	"053"	"Los Angeles CA"	0.048	1 
"06037"	"2091.04"	"053"	"Los Angeles CA"	0.027	1 
"06037"	"2092.00"	"053"	"Los Angeles CA"	0.159	1 
"06037"	"2093.00"	"053"	"Los Angeles CA"	0.118	1 
"06037"	"2094.01"	"053"	"Los Angeles CA"	0.083	1 
"06037"	"2094.02"	"053"	"Los Angeles CA"	0.053	1 
"06037"	"2094.03"	"053"	"Los Angeles CA"	0.053	1 
"06037"	"2095.10"	"053"	"Los Angeles CA"	0.07	1 
"06037"	"2095.20"	"053"	"Los Angeles CA"	0.089	1 
"06037"	"2098.10"	"053"	"Los Angeles CA"	0.058	1 
"06037"	"2098.20"	"053"	"Los Angeles CA"	0.069	1 
"06037"	"2100.10"	"053"	"Los Angeles CA"	0.158	1 
"06037"	"2110.00"	"050"	"Los Angeles CA"	1.026	1 
"06037"	"2111.20"	"053"	"Los Angeles CA"	0.219	1 
"06037"	"2111.21"	"053"	"Los Angeles CA"	0.083	1 
"06037"	"2111.22"	"053"	"Los Angeles CA"	0.141	1 
"06037"	"2112.01"	"053"	"Los Angeles CA"	0.054	1 
"06037"	"2112.02"	"053"	"Los Angeles CA"	0.069	1 
"06037"	"2113.10"	"053"	"Los Angeles CA"	0.056	1 
"06037"	"2113.20"	"053"	"Los Angeles CA"	0.072	1 
"06037"	"2114.10"	"053"	"Los Angeles CA"	0.105	1 
"06037"	"2114.20"	"053"	"Los Angeles CA"	0.147	1 
"06037"	"2115.00"	"053"	"Los Angeles CA"	0.351	1 
"06037"	"2117.01"	"053"	"Los Angeles CA"	0.252	1 
"06037"	"2117.03"	"053"	"Los Angeles CA"	0.071	1 
"06037"	"2117.04"	"053"	"Los Angeles CA"	0.071	1 
"06037"	"2118.02"	"053"	"Los Angeles CA"	0.126	1 
"06037"	"2118.03"	"053"	"Los Angeles CA"	0.054	1 
"06037"	"2118.04"	"053"	"Los Angeles CA"	0.072	1 
"06037"	"2119.10"	"053"	"Los Angeles CA"	0.053	1 
"06037"	"2119.21"	"053"	"Los Angeles CA"	0.036	1 
"06037"	"2119.22"	"053"	"Los Angeles CA"	0.036	1 
"06037"	"2121.01"	"053"	"Los Angeles CA"	0.072	1 
"06037"	"2121.02"	"053"	"Los Angeles CA"	0.054	1 
"06037"	"2122.02"	"053"	"Los Angeles CA"	0.08	1 
"06037"	"2122.03"	"053"	"Los Angeles CA"	0.041	1 
"06037"	"2122.04"	"053"	"Los Angeles CA"	0.082	1 
"06037"	"2123.03"	"053"	"Los Angeles CA"	0.06	1 
"06037"	"2123.04"	"053"	"Los Angeles CA"	0.079	1 
"06037"	"2123.05"	"053"	"Los Angeles CA"	0.042	1 
"06037"	"2123.06"	"053"	"Los Angeles CA"	0.063	1 
"06037"	"2124.10"	"053"	"Los Angeles CA"	0.061	1 
"06037"	"2124.20"	"053"	"Los Angeles CA"	0.055	1 
"06037"	"2125.01"	"053"	"Los Angeles CA"	0.031	1 
"06037"	"2125.02"	"053"	"Los Angeles CA"	0.11	1 
"06037"	"2126.10"	"053"	"Los Angeles CA"	0.138	1 
"06037"	"2126.20"	"053"	"Los Angeles CA"	0.111	1 
"06037"	"2127.01"	"053"	"Los Angeles CA"	0.181	1 
"06037"	"2127.02"	"050"	"Los Angeles CA"	0.34	1 
"06037"	"2128.00"	"054"	"Los Angeles CA"	0.302	1 
"06037"	"2129.00"	"053"	"Los Angeles CA"	0.006	0.039 
"06037"	"2129.00"	"054"	"Los Angeles CA"	0.139	0.961 
"06037"	"2131.00"	"053"	"Los Angeles CA"	0.207	1 
"06037"	"2132.01"	"053"	"Los Angeles CA"	0.129	1 
"06037"	"2132.02"	"053"	"Los Angeles CA"	0.13	1 
"06037"	"2133.10"	"053"	"Los Angeles CA"	0.12	1 
"06037"	"2133.20"	"053"	"Los Angeles CA"	0.12	1 
"06037"	"2134.01"	"053"	"Los Angeles CA"	0.076	1 
"06037"	"2134.02"	"053"	"Los Angeles CA"	0.151	1 
"06037"	"2140.00"	"050"	"Los Angeles CA"	0.391	1 
"06037"	"2141.00"	"050"	"Los Angeles CA"	0.428	1 
"06037"	"2144.00"	"050"	"Los Angeles CA"	0.133	1 
"06037"	"2145.01"	"050"	"Los Angeles CA"	0.29	1 
"06037"	"2145.02"	"050"	"Los Angeles CA"	0.1	1 
"06037"	"2145.03"	"050"	"Los Angeles CA"	0.09	1 
"06037"	"2146.00"	"050"	"Los Angeles CA"	0.224	1 
"06037"	"2147.00"	"050"	"Los Angeles CA"	0.229	1 
"06037"	"2148.00"	"050"	"Los Angeles CA"	0.223	1 
"06037"	"2149.01"	"050"	"Los Angeles CA"	0.121	1 
"06037"	"2149.02"	"050"	"Los Angeles CA"	0.196	1 
"06037"	"2151.01"	"050"	"Los Angeles CA"	0.136	1 
"06037"	"2151.02"	"050"	"Los Angeles CA"	0.099	1 
"06037"	"2161.00"	"050"	"Los Angeles CA"	0.261	1 
"06037"	"2162.00"	"050"	"Los Angeles CA"	0.372	1 
"06037"	"2163.00"	"050"	"Los Angeles CA"	0.491	1 
"06037"	"2164.01"	"050"	"Los Angeles CA"	0.158	1 
"06037"	"2164.02"	"050"	"Los Angeles CA"	0.089	1 
"06037"	"2167.00"	"054"	"Los Angeles CA"	0.3	1 
"06037"	"2168.00"	"050"	"Los Angeles CA"	0.286	1 
"06037"	"2169.00"	"050"	"Los Angeles CA"	0.189	0.448 
"06037"	"2169.00"	"054"	"Los Angeles CA"	0.233	0.552 
"06037"	"2170.01"	"050"	"Los Angeles CA"	0.108	0.511 
"06037"	"2170.01"	"054"	"Los Angeles CA"	0.104	0.489 
"06037"	"2170.02"	"054"	"Los Angeles CA"	0.298	1 
"06037"	"2171.00"	"050"	"Los Angeles CA"	0.058	0.168 
"06037"	"2171.00"	"054"	"Los Angeles CA"	0.289	0.832 
"06037"	"2172.00"	"054"	"Los Angeles CA"	0.355	1 
"06037"	"2181.10"	"054"	"Los Angeles CA"	0.231	1 
"06037"	"2181.20"	"054"	"Los Angeles CA"	0.172	1 
"06037"	"2182.10"	"054"	"Los Angeles CA"	0.15	1 
"06037"	"2182.20"	"054"	"Los Angeles CA"	0.26	1 
"06037"	"2183.00"	"054"	"Los Angeles CA"	0.344	1 
"06037"	"2184.00"	"054"	"Los Angeles CA"	0.254	1 
"06037"	"2185.00"	"054"	"Los Angeles CA"	0.202	1 
"06037"	"2186.00"	"054"	"Los Angeles CA"	0.166	1 
"06037"	"2187.01"	"054"	"Los Angeles CA"	0.212	1 
"06037"	"2187.02"	"054"	"Los Angeles CA"	0.139	1 
"06037"	"2188.00"	"054"	"Los Angeles CA"	0.159	1 
"06037"	"2189.00"	"054"	"Los Angeles CA"	0.272	1 
"06037"	"2190.10"	"054"	"Los Angeles CA"	0.17	1 
"06037"	"2190.20"	"054"	"Los Angeles CA"	0.281	1 
"06037"	"2193.00"	"054"	"Los Angeles CA"	0.252	1 
"06037"	"2195.00"	"054"	"Los Angeles CA"	0.215	1 
"06037"	"2197.00"	"054"	"Los Angeles CA"	0.422	1 
"06037"	"2198.00"	"054"	"Los Angeles CA"	0.172	1 
"06037"	"2199.01"	"054"	"Los Angeles CA"	0.203	1 
"06037"	"2199.02"	"054"	"Los Angeles CA"	0.308	1 
"06037"	"2200.00"	"054"	"Los Angeles CA"	0.375	1 
"06037"	"2201.00"	"054"	"Los Angeles CA"	0.378	1 
"06037"	"2211.10"	"053"	"Los Angeles CA"	0.09	1 
"06037"	"2211.20"	"053"	"Los Angeles CA"	0.123	1 
"06037"	"2212.10"	"053"	"Los Angeles CA"	0.139	1 
"06037"	"2212.20"	"053"	"Los Angeles CA"	0.255	1 
"06037"	"2213.02"	"053"	"Los Angeles CA"	0.178	1 
"06037"	"2213.03"	"053"	"Los Angeles CA"	0.09	1 
"06037"	"2213.04"	"053"	"Los Angeles CA"	0.088	1 
"06037"	"2214.01"	"053"	"Los Angeles CA"	0.006	0.03 
"06037"	"2214.01"	"054"	"Los Angeles CA"	0.203	0.97 
"06037"	"2214.02"	"053"	"Los Angeles CA"	0.206	1 
"06037"	"2215.00"	"053"	"Los Angeles CA"	0.147	1 
"06037"	"2216.01"	"053"	"Los Angeles CA"	0.143	1 
"06037"	"2216.02"	"053"	"Los Angeles CA"	0.202	1 
"06037"	"2217.10"	"059"	"Los Angeles CA"	0.127	1 
"06037"	"2218.10"	"059"	"Los Angeles CA"	0.118	1 
"06037"	"2218.20"	"059"	"Los Angeles CA"	0.079	1 
"06037"	"2219.00"	"059"	"Los Angeles CA"	0.158	1 
"06037"	"2220.01"	"054"	"Los Angeles CA"	0.183	1 
"06037"	"2220.02"	"054"	"Los Angeles CA"	0.253	1 
"06037"	"2221.00"	"059"	"Los Angeles CA"	0.185	1 
"06037"	"2222.00"	"059"	"Los Angeles CA"	0.186	1 
"06037"	"2225.00"	"059"	"Los Angeles CA"	0.252	1 
"06037"	"2226.00"	"059"	"Los Angeles CA"	0.252	1 
"06037"	"2227.00"	"059"	"Los Angeles CA"	0.316	1 
"06037"	"2240.10"	"053"	"Los Angeles CA"	0.321	1 
"06037"	"2240.20"	"059"	"Los Angeles CA"	0.476	1 
"06037"	"2242.00"	"053"	"Los Angeles CA"	0.142	1 
"06037"	"2243.10"	"053"	"Los Angeles CA"	0.07	1 
"06037"	"2243.20"	"053"	"Los Angeles CA"	0.112	1 
"06037"	"2244.10"	"059"	"Los Angeles CA"	0.175	1 
"06037"	"2244.20"	"059"	"Los Angeles CA"	0.138	1 
"06037"	"2246.00"	"059"	"Los Angeles CA"	0.278	1 
"06037"	"2247.00"	"059"	"Los Angeles CA"	0.245	1 
"06037"	"2260.01"	"059"	"Los Angeles CA"	0.4	1 
"06037"	"2260.02"	"053"	"Los Angeles CA"	0.991	1 
"06037"	"2264.10"	"059"	"Los Angeles CA"	0.109	1 
"06037"	"2264.20"	"059"	"Los Angeles CA"	0.165	1 
"06037"	"2267.00"	"059"	"Los Angeles CA"	0.302	1 
"06037"	"2270.10"	"059"	"Los Angeles CA"	0.224	1 
"06037"	"2270.20"	"059"	"Los Angeles CA"	0.17	1 
"06037"	"2281.00"	"059"	"Los Angeles CA"	0.387	1 
"06037"	"2282.10"	"059"	"Los Angeles CA"	0.159	1 
"06037"	"2282.20"	"059"	"Los Angeles CA"	0.141	1 
"06037"	"2283.10"	"059"	"Los Angeles CA"	0.211	1 
"06037"	"2283.20"	"059"	"Los Angeles CA"	0.13	1 
"06037"	"2284.10"	"059"	"Los Angeles CA"	0.107	1 
"06037"	"2284.20"	"059"	"Los Angeles CA"	0.107	1 
"06037"	"2285.00"	"059"	"Los Angeles CA"	0.173	1 
"06037"	"2286.00"	"059"	"Los Angeles CA"	0.203	1 
"06037"	"2287.10"	"059"	"Los Angeles CA"	0.156	1 
"06037"	"2287.20"	"059"	"Los Angeles CA"	0.156	1 
"06037"	"2288.00"	"059"	"Los Angeles CA"	0.326	1 
"06037"	"2289.00"	"059"	"Los Angeles CA"	0.199	1 
"06037"	"2291.00"	"059"	"Los Angeles CA"	0.183	1 
"06037"	"2292.00"	"059"	"Los Angeles CA"	0.172	1 
"06037"	"2293.00"	"059"	"Los Angeles CA"	0.194	1 
"06037"	"2294.10"	"059"	"Los Angeles CA"	0.209	1 
"06037"	"2294.20"	"059"	"Los Angeles CA"	0.226	1 
"06037"	"2311.00"	"059"	"Los Angeles CA"	0.345	1 
"06037"	"2312.10"	"059"	"Los Angeles CA"	0.124	1 
"06037"	"2312.20"	"059"	"Los Angeles CA"	0.373	1 
"06037"	"2313.00"	"059"	"Los Angeles CA"	0.254	1 
"06037"	"2314.00"	"054"	"Los Angeles CA"	0.24	1 
"06037"	"2315.00"	"054"	"Los Angeles CA"	0.232	0.652 
"06037"	"2315.00"	"059"	"Los Angeles CA"	0.123	0.348 
"06037"	"2316.00"	"059"	"Los Angeles CA"	0.369	1 
"06037"	"2317.10"	"059"	"Los Angeles CA"	0.125	1 
"06037"	"2317.20"	"059"	"Los Angeles CA"	0.182	1 
"06037"	"2318.00"	"059"	"Los Angeles CA"	0.201	1 
"06037"	"2319.00"	"059"	"Los Angeles CA"	0.22	1 
"06037"	"2321.10"	"059"	"Los Angeles CA"	0.147	1 
"06037"	"2321.20"	"059"	"Los Angeles CA"	0.201	1 
"06037"	"2322.00"	"059"	"Los Angeles CA"	0.202	1 
"06037"	"2323.00"	"059"	"Los Angeles CA"	0.243	1 
"06037"	"2324.00"	"054"	"Los Angeles CA"	0.28	0.652 
"06037"	"2324.00"	"059"	"Los Angeles CA"	0.149	0.348 
"06037"	"2325.00"	"054"	"Los Angeles CA"	0.192	0.649 
"06037"	"2325.00"	"059"	"Los Angeles CA"	0.104	0.351 
"06037"	"2326.00"	"059"	"Los Angeles CA"	0.307	1 
"06037"	"2327.00"	"059"	"Los Angeles CA"	0.282	1 
"06037"	"2328.00"	"059"	"Los Angeles CA"	0.165	1 
"06037"	"2340.00"	"054"	"Los Angeles CA"	0.479	1 
"06037"	"2342.00"	"054"	"Los Angeles CA"	0.341	1 
"06037"	"2343.00"	"054"	"Los Angeles CA"	0.336	1 
"06037"	"2345.01"	"054"	"Los Angeles CA"	0.29	1 
"06037"	"2345.02"	"054"	"Los Angeles CA"	0.21	1 
"06037"	"2346.00"	"054"	"Los Angeles CA"	0.503	1 
"06037"	"2347.00"	"054"	"Los Angeles CA"	0.287	1 
"06037"	"2348.00"	"054"	"Los Angeles CA"	0.13	0.514 
"06037"	"2348.00"	"062"	"Los Angeles CA"	0.123	0.486 
"06037"	"2349.01"	"054"	"Los Angeles CA"	0.083	0.66 
"06037"	"2349.01"	"062"	"Los Angeles CA"	0.043	0.34 
"06037"	"2349.02"	"054"	"Los Angeles CA"	0.13	0.755 
"06037"	"2349.02"	"062"	"Los Angeles CA"	0.042	0.245 
"06037"	"2351.00"	"054"	"Los Angeles CA"	0.456	1 
"06037"	"2352.01"	"062"	"Los Angeles CA"	0.252	1 
