"county","tract","cbsa","cntyname","cbsaname","hus10","afact","AFACT2"
"06037","2115.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1868,1,0
"06037","2117.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1235,1,0
"06037","2117.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2113,1,0
"06037","2117.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1798,1,0
"06037","2118.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2361,1,0.001
"06037","2118.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1727,1,0
"06037","2118.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1434,1,0
"06037","2119.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1900,1,0
"06037","2119.21","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1109,1,0
"06037","2119.22","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1433,1,0
"06037","2121.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1283,1,0
"06037","2121.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1387,1,0
"06037","2122.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1247,1,0
"06037","2122.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1122,1,0
"06037","2122.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1296,1,0
"06037","2123.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1325,1,0
"06037","2123.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",890,1,0
"06037","2123.05","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1050,1,0
"06037","2123.06","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1263,1,0
"06037","2124.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1774,1,0
"06037","2124.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1268,1,0
"06037","2125.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1010,1,0
"06037","2125.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1347,1,0
"06037","2126.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1862,1,0
"06037","2126.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1841,1,0
"06037","2127.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",833,1,0
"06037","2127.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1522,1,0
"06037","2128.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1462,1,0
"06037","2129.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1535,1,0
"06037","2131.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",988,1,0
"06037","2132.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1627,1,0
"06037","2132.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1367,1,0
"06037","2133.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1192,1,0
"06037","2133.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1059,1,0
"06037","2134.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1709,1,0
"06037","2134.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1675,1,0
"06037","2140.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1416,1,0
"06037","2141.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1787,1,0
"06037","2144.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1847,1,0
"06037","2145.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1668,1,0
"06037","2145.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2872,1,0.001
"06037","2145.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1633,1,0
"06037","2146.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1417,1,0
"06037","2147.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1329,1,0
"06037","2148.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1503,1,0
"06037","2149.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2312,1,0.001
"06037","2149.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1742,1,0
"06037","2151.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1788,1,0
"06037","2151.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2206,1,0
"06037","2161.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1116,1,0
"06037","2162.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2644,1,0.001
"06037","2163.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2502,1,0.001
"06037","2164.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2373,1,0.001
"06037","2164.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1532,1,0
"06037","2167.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1744,1,0
"06037","2168.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1614,1,0
"06037","2169.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2555,1,0.001
"06037","2170.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1075,1,0
"06037","2170.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2370,1,0.001
"06037","2171.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2468,1,0.001
"06037","2172.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1669,1,0
"06037","2181.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1217,1,0
"06037","2181.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1466,1,0
"06037","2182.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1256,1,0
"06037","2182.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1563,1,0
"06037","2183.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2166,1,0
"06037","2184.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1494,1,0
"06037","2185.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1038,1,0
"06037","2186.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1104,1,0
"06037","2187.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",881,1,0
"06037","2187.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",848,1,0
"06037","2188.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",937,1,0
"06037","2189.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2145,1,0
"06037","2190.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",833,1,0
"06037","2190.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1473,1,0
"06037","2193.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1442,1,0
"06037","2195.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",760,1,0
"06037","2197.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1411,1,0
"06037","2198.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1018,1,0
"06037","2199.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1470,1,0
"06037","2199.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1237,1,0
"06037","2200.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2048,1,0
"06037","2201.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1034,1,0
"06037","2211.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1148,1,0
"06037","2211.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",869,1,0
"06037","2212.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",910,1,0
"06037","2212.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1027,1,0
"06037","2213.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1347,1,0
"06037","2213.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",799,1,0
"06037","2213.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1116,1,0
"06037","2214.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1366,1,0
"06037","2214.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",946,1,0
"06037","2215.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1244,1,0
"06037","2216.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",940,1,0
"06037","2216.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",854,1,0
"06037","2217.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",941,1,0
"06037","2218.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1048,1,0
"06037","2218.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1188,1,0
"06037","2219.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1098,1,0
"06037","2220.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",910,1,0
"06037","2220.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1355,1,0
"06037","2221.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1166,1,0
"06037","2222.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1258,1,0
"06037","2225.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1347,1,0
"06037","2226.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1813,1,0
"06037","2227.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",272,1,0
"06037","2240.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1235,1,0
"06037","2240.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1007,1,0
"06037","2242.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",714,1,0
"06037","2243.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",641,1,0
"06037","2243.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1071,1,0
"06037","2244.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1130,1,0
"06037","2244.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",773,1,0
"06037","2246.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",811,1,0
"06037","2247.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",891,1,0
"06037","2260.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",530,1,0
"06037","2260.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1076,1,0
"06037","2264.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",842,1,0
"06037","2264.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1199,1,0
"06037","2267.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1324,1,0
"06037","2270.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1059,1,0
"06037","2270.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",751,1,0
"06037","2281.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1072,1,0
"06037","2282.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1010,1,0
"06037","2282.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",932,1,0
"06037","2283.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1037,1,0
"06037","2283.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",759,1,0
"06037","2284.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",730,1,0
"06037","2284.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",726,1,0
"06037","2285.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1128,1,0
"06037","2286.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1114,1,0
"06037","2287.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",986,1,0
"06037","2287.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1001,1,0
"06037","2288.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1226,1,0
"06037","2289.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",776,1,0
"06037","2291.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",967,1,0
"06037","2292.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1153,1,0
"06037","2293.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1300,1,0
"06037","2294.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",786,1,0
"06037","2294.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1023,1,0
"06037","2311.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",704,1,0
"06037","2312.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1124,1,0
"06037","2312.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1142,1,0
"06037","2313.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1584,1,0
"06037","2314.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1512,1,0
"06037","2315.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1430,1,0
"06037","2316.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2097,1,0
"06037","2317.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1271,1,0
"06037","2317.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1504,1,0
"06037","2318.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1390,1,0
"06037","2319.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1438,1,0
"06037","2321.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",873,1,0
"06037","2321.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1378,1,0
"06037","2322.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",885,1,0
"06037","2323.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1068,1,0
"06037","2324.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1984,1,0
"06037","2325.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1438,1,0
"06037","2326.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1810,1,0
"06037","2327.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1612,1,0
"06037","2328.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",963,1,0
"06037","2340.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2012,1,0
"06037","2342.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1100,1,0
"06037","2343.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2385,1,0.001
"06037","2345.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",914,1,0
"06037","2345.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1158,1,0
"06037","2346.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1738,1,0
"06037","2347.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1443,1,0
"06037","2348.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1130,1,0
"06037","2349.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1147,1,0
"06037","2349.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1606,1,0
"06037","2351.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1718,1,0
"06037","2352.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",947,1,0
"06037","2352.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1921,1,0
"06037","2360.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2123,1,0
"06037","2361.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2852,1,0.001
"06037","2362.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2469,1,0.001
"06037","2362.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1453,1,0
"06037","2362.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1389,1,0
"06037","2364.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2033,1,0
"06037","2371.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1105,1,0
"06037","2371.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",937,1,0
"06037","2372.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",960,1,0
"06037","2372.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1325,1,0
"06037","2373.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1849,1,0
"06037","2374.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1060,1,0
"06037","2374.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1012,1,0
"06037","2375.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",791,1,0
"06037","2376.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1183,1,0
"06037","2377.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1116,1,0
"06037","2377.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",862,1,0
"06037","2378.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1326,1,0
"06037","2379.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1323,1,0
"06037","2380.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2138,1,0
"06037","2381.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1741,1,0
"06037","2382.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2260,1,0.001
"06037","2383.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1381,1,0
"06037","2383.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1119,1,0
"06037","2384.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1803,1,0
"06037","2392.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",902,1,0
"06037","2392.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1115,1,0
"06037","2393.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1066,1,0
"06037","2393.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",832,1,0
"06037","2393.30","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",708,1,0
"06037","2395.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",933,1,0
"06037","2395.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",872,1,0
"06037","2396.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",943,1,0
"06037","2396.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",884,1,0
"06037","2397.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1065,1,0
"06037","2397.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1042,1,0
"06037","2398.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",891,1,0
"06037","2398.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1318,1,0
"06037","2400.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",990,1,0
"06037","2400.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1266,1,0
"06037","2402.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1402,1,0
"06037","2403.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1627,1,0
"06037","2404.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1437,1,0
"06037","2404.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1134,1,0
"06037","2405.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1587,1,0
"06037","2406.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1301,1,0
"06037","2407.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1647,1,0
"06037","2408.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1068,1,0
"06037","2409.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1392,1,0
"06037","2410.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1112,1,0
"06037","2410.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",969,1,0
"06037","2411.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",764,1,0
"06037","2411.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1244,1,0
"06037","2412.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",876,1,0
"06037","2412.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1548,1,0
"06037","2413.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",701,1,0
"06037","2414.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",905,1,0
"06037","2420.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1046,1,0
"06037","2421.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",708,1,0
"06037","2422.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1588,1,0
"06037","2423.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1162,1,0
"06037","2426.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1254,1,0
"06037","2427.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1235,1,0
"06037","2430.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1395,1,0
"06037","2431.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1403,1,0
"06037","2611.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1619,1,0
"06037","2611.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1889,1,0
"06037","2612.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1888,1,0
"06037","2621.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1496,1,0
"06037","2622.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1960,1,0
"06037","2623.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",957,1,0
"06037","2623.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1300,1,0
"06037","2623.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1332,1,0
"06037","2624.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1342,1,0
"06037","2625.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1508,1,0
"06037","2626.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1459,1,0
"06037","2626.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2661,1,0.001
"06037","2627.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1784,1,0
"06037","2627.06","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1428,1,0
"06037","2628.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1667,1,0
"06037","2640.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1427,1,0
"06037","2641.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1799,1,0
"06037","2641.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1586,1,0
"06037","2643.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",3175,1,0.001
"06037","2643.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",3185,1,0.001
"06037","2651.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1481,1,0
"06037","2652.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1065,1,0
"06037","2652.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2447,1,0.001
"06037","2653.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",8,1,0
"06037","2653.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1841,1,0
"06037","2653.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1184,1,0
"06037","2653.05","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2110,1,0
"06037","2654.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",678,1,0
"06037","2654.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",771,1,0
"06037","2655.10","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2557,1,0.001
"06037","2655.20","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2433,1,0.001
"06037","2656.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1476,1,0
"06037","2656.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1852,1,0
"06037","2657.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2704,1,0.001
"06037","2671.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",3023,1,0.001
"06037","2672.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",3071,1,0.001
"06037","2673.00","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2222,1,0
"06037","2674.02","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2721,1,0.001
"06037","2674.03","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1851,1,0
"06037","2674.04","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",1698,1,0
"06037","2675.01","31080","Los Angeles CA","Los Angeles-Long Beach-Anaheim, CA",2700,1,0.001
