"county"	"tract"	"state"	"placefp"	"stab"	"cntyname"	"placenm"	"pop10"	"afact"
"county"	"2010 Tract"	"FIPS state"	"placefp"	"State Postal Code"	"cntyname"	"Place Name"	"Total Pop, 2010 census"	"tract to placefp alloc factor"
"06037"	"2656.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3042	1 
"06037"	"2657.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4720	1 
"06037"	"2671.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	6087	1 
"06037"	"2672.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5927	1 
"06037"	"2673.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3680	1 
"06037"	"2674.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4580	1 
"06037"	"2674.03"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3011	1 
"06037"	"2674.04"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2806	1 
"06037"	"2675.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5379	1 
"06037"	"2675.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3243	1 
"06037"	"2676.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2549	1 
"06037"	"2677.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2990	1 
"06037"	"2678.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2917	1 
"06037"	"2679.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2428	1 
"06037"	"2679.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3375	1 
"06037"	"2690.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5138	1 
"06037"	"2691.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4359	1 
"06037"	"2693.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3885	1 
"06037"	"2695.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4043	1 
"06037"	"2696.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3413	1 
"06037"	"2696.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3252	1 
"06037"	"2697.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4085	1 
"06037"	"2698.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3458	1 
"06037"	"2699.03"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3650	1 
"06037"	"2699.04"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3902	1 
"06037"	"2699.05"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2423	1 
"06037"	"2699.06"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2878	1 
"06037"	"2699.07"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2761	1 
"06037"	"2701.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4412	1 
"06037"	"2702.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3761	1 
"06037"	"2703.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2364	1 
"06037"	"2711.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2449	1 
"06037"	"2712.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2525	1 
"06037"	"2713.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4506	1 
"06037"	"2714.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3391	1 
"06037"	"2715.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2937	1 
"06037"	"2716.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4475	1 
"06037"	"2717.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5850	1 
"06037"	"2717.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4134	1 
"06037"	"2718.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3635	1 
"06037"	"2718.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5911	1 
"06037"	"2719.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3087	1 
"06037"	"2719.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3877	1 
"06037"	"2721.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4354	1 
"06037"	"2722.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2411	1 
"06037"	"2722.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3378	1 
"06037"	"2723.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2941	1 
"06037"	"2723.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4074	1 
"06037"	"2731.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2197	1 
"06037"	"2732.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3711	1 
"06037"	"2733.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3695	1 
"06037"	"2734.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3172	1 
"06037"	"2735.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2884	1 
"06037"	"2736.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2413	1 
"06037"	"2737.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2801	1 
"06037"	"2738.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3107	1 
"06037"	"2739.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4227	1 
"06037"	"2741.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4418	1 
"06037"	"2742.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4337	1 
"06037"	"2751.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	1177	1 
"06037"	"2751.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4226	1 
"06037"	"2752.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3887	1 
"06037"	"2753.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4775	1 
"06037"	"2753.11"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4993	1 
"06037"	"2754.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3349	1 
"06037"	"2755.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5207	1 
"06037"	"2756.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	6215	0.961 
"06037"	"2756.02"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	255	0.039 
"06037"	"2756.03"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2711	1 
"06037"	"2760.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5396	1 
"06037"	"2761.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5592	1 
"06037"	"2764.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4009	1 
"06037"	"2765.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5063	1 
"06037"	"2766.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3838	1 
"06037"	"2766.03"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5252	1 
"06037"	"2766.04"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3983	1 
"06037"	"2770.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5395	1 
"06037"	"2771.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3004	1 
"06037"	"2772.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2490	1 
"06037"	"2774.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	1533	1 
"06037"	"2780.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2458	1 
"06037"	"2781.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3158	1 
"06037"	"2911.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3510	1 
"06037"	"2911.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2210	1 
"06037"	"2911.30"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3582	1 
"06037"	"2912.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4967	1 
"06037"	"2912.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3353	1 
"06037"	"2913.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2601	1 
"06037"	"2920.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	6542	1 
"06037"	"2920.00"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	1	0 
"06037"	"2932.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	6629	1 
"06037"	"2932.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	6742	1 
"06037"	"2933.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2805	1 
"06037"	"2933.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4720	1 
"06037"	"2933.04"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4178	1 
"06037"	"2933.06"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2189	1 
"06037"	"2933.07"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2306	1 
"06037"	"2941.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4140	1 
"06037"	"2941.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2370	1 
"06037"	"2942.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4951	1 
"06037"	"2943.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2448	1 
"06037"	"2943.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4754	1 
"06037"	"2944.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4579	1 
"06037"	"2944.21"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2950	1 
"06037"	"2945.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4214	1 
"06037"	"2945.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3564	1 
"06037"	"2946.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4065	1 
"06037"	"2946.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4219	1 
"06037"	"2947.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3019	1 
"06037"	"2948.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3991	1 
"06037"	"2948.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3579	1 
"06037"	"2948.30"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3707	1 
"06037"	"2949.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3265	1 
"06037"	"2951.03"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4875	1 
"06037"	"2962.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3019	1 
"06037"	"2962.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4307	1 
"06037"	"2963.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4221	1 
"06037"	"2964.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3191	1 
"06037"	"2964.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3091	1 
"06037"	"2965.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3910	1 
"06037"	"2966.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5218	1 
"06037"	"2969.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4127	1 
"06037"	"2969.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3851	1 
"06037"	"2970.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5343	1 
"06037"	"2971.10"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	4679	1 
"06037"	"2971.20"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3315	1 
"06037"	"2972.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3475	1 
"06037"	"2972.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3423	1 
"06037"	"2973.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2374	1 
"06037"	"2974.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3603	1 
"06037"	"2975.00"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	5163	1 
"06037"	"2976.01"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	2594	1 
"06037"	"2976.02"	"06"	"44000"	"CA"	"Los Angeles CA"	"Los Angeles city, CA"	3503	1 
"06037"	"3001.00"	"06"	"39045"	"CA"	"Los Angeles CA"	"La Crescenta-Montrose CDP, CA"	6002	1 
"06037"	"3002.00"	"06"	"39045"	"CA"	"Los Angeles CA"	"La Crescenta-Montrose CDP, CA"	5546	1 
"06037"	"3003.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6140	1 
"06037"	"3004.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5740	1 
"06037"	"3005.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	923	0.239 
"06037"	"3005.01"	"06"	"39003"	"CA"	"Los Angeles CA"	"La Cañada Flintridge city, CA"	13	0.003 
"06037"	"3005.01"	"06"	"39045"	"CA"	"Los Angeles CA"	"La Crescenta-Montrose CDP, CA"	2932	0.758 
"06037"	"3005.02"	"06"	"39003"	"CA"	"Los Angeles CA"	"La Cañada Flintridge city, CA"	865	0.144 
"06037"	"3005.02"	"06"	"39045"	"CA"	"Los Angeles CA"	"La Crescenta-Montrose CDP, CA"	5161	0.856 
"06037"	"3006.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	8053	1 
"06037"	"3007.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6144	1 
"06037"	"3007.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5604	1 
"06037"	"3008.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6947	1 
"06037"	"3009.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6463	1 
"06037"	"3009.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	1998	1 
"06037"	"3010.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4841	1 
"06037"	"3011.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6491	1 
"06037"	"3012.03"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4368	1 
"06037"	"3012.04"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4990	1 
"06037"	"3012.05"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	2209	1 
"06037"	"3012.06"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5363	1 
"06037"	"3013.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	2016	1 
"06037"	"3014.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3865	1 
"06037"	"3015.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	1902	1 
"06037"	"3015.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6908	1 
"06037"	"3016.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6198	1 
"06037"	"3016.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3908	1 
"06037"	"3017.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	2849	1 
"06037"	"3017.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5556	1 
"06037"	"3018.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4079	1 
"06037"	"3018.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3578	1 
"06037"	"3019.00"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	7810	1 
"06037"	"3020.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3532	1 
"06037"	"3020.03"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3578	1 
"06037"	"3020.04"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4214	1 
"06037"	"3021.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	6439	1 
"06037"	"3021.03"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5504	1 
"06037"	"3021.04"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3917	1 
"06037"	"3022.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3856	1 
"06037"	"3022.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5254	1 
"06037"	"3023.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3790	1 
"06037"	"3023.02"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4895	1 
"06037"	"3024.01"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	5944	1 
"06037"	"3025.03"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4330	1 
"06037"	"3025.04"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	4234	1 
"06037"	"3025.05"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3749	1 
"06037"	"3025.06"	"06"	"30000"	"CA"	"Los Angeles CA"	"Glendale city, CA"	3534	1 
"06037"	"3101.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	5849	1 
"06037"	"3102.01"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	5466	1 
"06037"	"3102.02"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	4985	1 
"06037"	"3103.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	2987	1 
"06037"	"3104.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3379	1 
"06037"	"3105.01"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3205	1 
"06037"	"3106.01"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	5716	1 
"06037"	"3106.02"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	2655	1 
"06037"	"3107.01"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	2361	1 
"06037"	"3107.02"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	7104	1 
"06037"	"3107.03"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	5114	1 
"06037"	"3108.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	4909	1 
"06037"	"3109.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	6870	1 
"06037"	"3110.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3755	1 
"06037"	"3111.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3897	1 
"06037"	"3112.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3138	1 
"06037"	"3113.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3811	1 
"06037"	"3114.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	2274	1 
"06037"	"3115.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	5633	1 
"06037"	"3116.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	7249	1 
"06037"	"3117.00"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	6137	1 
"06037"	"3118.01"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3033	1 
"06037"	"3118.02"	"06"	"08954"	"CA"	"Los Angeles CA"	"Burbank city, CA"	3813	1 
"06037"	"3201.00"	"06"	"66140"	"CA"	"Los Angeles CA"	"San Fernando city, CA"	7144	1 
"06037"	"3202.01"	"06"	"66140"	"CA"	"Los Angeles CA"	"San Fernando city, CA"	3756	1 
"06037"	"3202.02"	"06"	"66140"	"CA"	"Los Angeles CA"	"San Fernando city, CA"	5797	1 
"06037"	"3203.00"	"06"	"66140"	"CA"	"Los Angeles CA"	"San Fernando city, CA"	6948	1 
"06037"	"4002.04"	"06"	"40830"	"CA"	"Los Angeles CA"	"La Verne city, CA"	5839	0.905 
"06037"	"4002.04"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	615	0.095 
"06037"	"4002.05"	"06"	"13756"	"CA"	"Los Angeles CA"	"Claremont city, CA"	2802	0.875 
"06037"	"4002.05"	"06"	"40830"	"CA"	"Los Angeles CA"	"La Verne city, CA"	57	0.018 
"06037"	"4002.05"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	345	0.108 
"06037"	"4002.06"	"06"	"13756"	"CA"	"Los Angeles CA"	"Claremont city, CA"	4928	0.925 
"06037"	"4002.06"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	400	0.075 
"06037"	"4002.07"	"06"	"40830"	"CA"	"Los Angeles CA"	"La Verne city, CA"	4720	0.984 
"06037"	"4002.07"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	78	0.016 
"06037"	"4003.02"	"06"	"40830"	"CA"	"Los Angeles CA"	"La Verne city, CA"	1770	0.587 
"06037"	"4003.02"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	8	0.003 
"06037"	"4003.02"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	1238	0.41 
"06037"	"4003.04"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	6714	1 
"06037"	"4004.02"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	4125	1 
"06037"	"4004.03"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	3815	1 
"06037"	"4004.04"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	4446	0.998 
"06037"	"4004.04"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	7	0.002 
"06037"	"4005.01"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	2006	0.944 
"06037"	"4005.01"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	120	0.056 
"06037"	"4006.02"	"06"	"03386"	"CA"	"Los Angeles CA"	"Azusa city, CA"	4719	1 
"06037"	"4006.03"	"06"	"03386"	"CA"	"Los Angeles CA"	"Azusa city, CA"	5249	1 
"06037"	"4006.04"	"06"	"03386"	"CA"	"Los Angeles CA"	"Azusa city, CA"	2980	1 
"06037"	"4008.00"	"06"	"03386"	"CA"	"Los Angeles CA"	"Azusa city, CA"	2990	0.754 
"06037"	"4008.00"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	817	0.206 
"06037"	"4008.00"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	160	0.04 
"06037"	"4009.00"	"06"	"13560"	"CA"	"Los Angeles CA"	"Citrus CDP, CA"	106	0.026 
"06037"	"4009.00"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	3785	0.926 
"06037"	"4009.00"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	195	0.048 
"06037"	"4010.01"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	3140	1 
"06037"	"4010.02"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	3973	1 
"06037"	"4011.01"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	5663	1 
"06037"	"4011.02"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	3101	1 
"06037"	"4012.01"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	3110	1 
"06037"	"4012.02"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	2980	0.682 
"06037"	"4012.02"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	1391	0.318 
"06037"	"4012.03"	"06"	"30014"	"CA"	"Los Angeles CA"	"Glendora city, CA"	5216	1 
"06037"	"4013.03"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	2170	0.987 
"06037"	"4013.03"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	29	0.013 
"06037"	"4013.04"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	5321	0.943 
"06037"	"4013.04"	"06"	"99999"	"CA"	"Los Angeles CA"	" "	321	0.057 
"06037"	"4013.11"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	6521	1 
"06037"	"4013.12"	"06"	"66070"	"CA"	"Los Angeles CA"	"San Dimas city, CA"	5575	1 
"06037"	"4015.00"	"06"	"40830"	"CA"	"Los Angeles CA"	"La Verne city, CA"	5572	1 
"06037"	"4016.01"	"06"	"40830"	"CA"	"Los Angeles CA"	"La Verne city, CA"	4942	0.982 
